Estado,Sembrada_ha,Cosechada_ha,Año,Mes,Tipo_sequia,perdida_ha,producto
Hidalgo,165225,159863,2014,1,NPS,5362,maiz
Jalisco,541549,438228,2014,1,NPS,103321,maiz
Estado de México,456926,432438,2014,1,NPS,24488,maiz
Michoacán de Ocampo,368061,308965,2014,1,NPS,59096,maiz
Morelos,24254,23902,2014,1,NPS,352,maiz
Nayarit,39630,33478,2014,1,NPS,6152,maiz
Nuevo León,43472,43222,2014,1,NPS,250,maiz
Oaxaca,518166,442131,2014,1,NPS,76035,maiz
Puebla,487380,462922,2014,1,NPS,24458,maiz
Querétaro de Arteaga,85811,83972,2014,1,NPS,1839,maiz
Quintana Roo,74029,66796,2014,1,NPS,7233,maiz
San Luis Potosí,203346,129653,2014,1,NPS,73693,maiz
Sinaloa,44158,18807,2014,1,NPS,25351,maiz
Sonora,2587,2587,2014,1,D0,0,maiz
Tabasco,50530,47988,2014,1,NPS,2542,maiz
Tamaulipas,50409,44754,2014,1,NPS,5655,maiz
Tlaxcala,85992,73419,2014,1,NPS,12573,maiz
Veracruz de Ignacio de la Llave,384703,365290,2014,1,NPS,19413,maiz
Yucatán,129489,113756,2014,1,NPS,15733,maiz
Zacatecas,168121,162944,2014,1,NPS,5177,maiz
Coahuila de Zaragoza,10211,9354,2014,1,NPS,857,maiz
Aguascalientes,37091,33570,2014,2,NPS,3521,maiz
Baja California,218,218,2014,2,D2,0,maiz
Campeche,173581,172797,2014,2,NPS,784,maiz
Coahuila de Zaragoza,25849,25833,2014,2,NPS,16,maiz
Colima,9582,9424,2014,2,NPS,158,maiz
Chiapas,592018,590096,2014,2,NPS,1922,maiz
Chihuahua,79312,79170,2014,2,NPS,142,maiz
Ciudad de México,3957,3957,2014,2,NPS,0,maiz
Durango,130625,126999,2014,2,NPS,3626,maiz
Guanajuato,279836,270729,2014,2,NPS,9107,maiz
Guerrero,435828,373718,2014,2,D0,62110,maiz
Hidalgo,165225,159863,2014,2,NPS,5362,maiz
Jalisco,541549,537429,2014,2,NPS,4120,maiz
Estado de México,456926,453608,2014,2,NPS,3318,maiz
Michoacán de Ocampo,368061,334147,2014,2,NPS,33914,maiz
Morelos,24254,24114,2014,2,NPS,140,maiz
Nayarit,39630,39630,2014,2,NPS,0,maiz
Nuevo León,43472,43222,2014,2,NPS,250,maiz
Oaxaca,518166,443475,2014,2,NPS,74691,maiz
Puebla,487380,481640,2014,2,NPS,5740,maiz
Querétaro de Arteaga,85811,85522,2014,2,NPS,289,maiz
Quintana Roo,74029,72959,2014,2,NPS,1070,maiz
San Luis Potosí,203346,138029,2014,2,NPS,65317,maiz
Sinaloa,44158,43025,2014,2,D0,1133,maiz
Sonora,2587,2587,2014,2,D0,0,maiz
Tabasco,50530,48293,2014,2,NPS,2237,maiz
Tamaulipas,50409,46328,2014,2,NPS,4081,maiz
Tlaxcala,85992,85992,2014,2,NPS,0,maiz
Veracruz de Ignacio de la Llave,384703,378840,2014,2,NPS,5863,maiz
Yucatán,129489,126921,2014,2,NPS,2568,maiz
Zacatecas,168121,164998,2014,2,NPS,3123,maiz
Coahuila de Zaragoza,10211,9354,2014,2,NPS,857,maiz
Aguascalientes,37091,33570,2014,3,NPS,3521,maiz
Baja California,218,218,2014,3,D0,0,maiz
Campeche,173581,172797,2014,3,NPS,784,maiz
Coahuila de Zaragoza,25849,25833,2014,3,NPS,16,maiz
Colima,9582,9424,2014,3,NPS,158,maiz
Chiapas,592018,590096,2014,3,NPS,1922,maiz
Chihuahua,79312,79170,2014,3,NPS,142,maiz
Ciudad de México,3957,3957,2014,3,NPS,0,maiz
Durango,130625,126999,2014,3,NPS,3626,maiz
Guanajuato,279836,270729,2014,3,NPS,9107,maiz
Guerrero,435828,373718,2014,3,NPS,62110,maiz
Hidalgo,165225,159863,2014,3,NPS,5362,maiz
Jalisco,541549,537429,2014,3,NPS,4120,maiz
Estado de México,456926,453608,2014,3,NPS,3318,maiz
Michoacán de Ocampo,368061,334147,2014,3,NPS,33914,maiz
Morelos,24254,24114,2014,3,NPS,140,maiz
Nayarit,39630,39630,2014,3,NPS,0,maiz
Nuevo León,43472,43222,2014,3,NPS,250,maiz
Oaxaca,518166,443475,2014,3,NPS,74691,maiz
Puebla,487380,481640,2014,3,NPS,5740,maiz
Querétaro de Arteaga,85811,85522,2014,3,NPS,289,maiz
Quintana Roo,74029,72959,2014,3,NPS,1070,maiz
San Luis Potosí,203346,138029,2014,3,NPS,65317,maiz
Sinaloa,44158,43025,2014,3,NPS,1133,maiz
Sonora,2587,2587,2014,3,D0,0,maiz
Tabasco,50530,48293,2014,3,NPS,2237,maiz
Tamaulipas,50409,46328,2014,3,NPS,4081,maiz
Tlaxcala,85992,85992,2014,3,NPS,0,maiz
Veracruz de Ignacio de la Llave,384703,378840,2014,3,NPS,5863,maiz
Yucatán,129489,126921,2014,3,NPS,2568,maiz
Zacatecas,168121,164998,2014,3,NPS,3123,maiz
Coahuila de Zaragoza,10211,9354,2014,3,NPS,857,maiz
Tabasco,49802,7112,2014,8,NPS,42690,maiz
Veracruz de Ignacio de la Llave,371497,1909,2014,8,NPS,369588,maiz
Coahuila de Zaragoza,27084,2330,2014,9,NPS,24754,maiz
Hidalgo,172752,560,2014,9,NPS,172192,maiz
Michoacán de Ocampo,375091,2548,2014,9,D0,372543,maiz
Nuevo León,54681,18,2014,9,NPS,54663,maiz
Oaxaca,493192,5617,2014,9,NPS,487575,maiz
Quintana Roo,70846,850,2014,9,D0,69996,maiz
San Luis Potosí,215647,3000,2014,9,NPS,212647,maiz
Sonora,1802,50,2014,9,NPS,1752,maiz
Tabasco,49802,17609,2014,9,D0,32193,maiz
Veracruz de Ignacio de la Llave,376167,5828,2014,9,NPS,370339,maiz
Aguascalientes,33710,21613,2014,10,NPS,12097,maiz
Campeche,174921,14820,2014,10,NPS,160101,maiz
Coahuila de Zaragoza,27084,9165,2014,10,NPS,17919,maiz
Colima,9634,6,2014,10,NPS,9628,maiz
Chiapas,589033,27512,2014,10,NPS,561521,maiz
Chihuahua,117332,39985,2014,10,NPS,77347,maiz
Durango,154482,28995,2014,10,NPS,125487,maiz
Guanajuato,263484,510,2014,10,NPS,262974,maiz
Guerrero,434787,4475,2014,10,NPS,430312,maiz
Hidalgo,172752,14558,2014,10,NPS,158194,maiz
Jalisco,509104,770,2014,10,NPS,508334,maiz
Estado de México,456481,1822,2014,10,NPS,454659,maiz
Michoacán de Ocampo,375091,8476,2014,10,D0,366615,maiz
Nuevo León,54681,33,2014,10,NPS,54648,maiz
Oaxaca,493192,44996,2014,10,NPS,448196,maiz
Puebla,485614,47362,2014,10,NPS,438252,maiz
Quintana Roo,70846,12020,2014,10,NPS,58826,maiz
San Luis Potosí,215647,59168,2014,10,NPS,156479,maiz
Sinaloa,42561,2276,2014,10,NPS,40285,maiz
Sonora,1802,120,2014,10,NPS,1682,maiz
Tabasco,49802,24198,2014,10,NPS,25604,maiz
Tlaxcala,99068,245,2014,10,NPS,98823,maiz
Veracruz de Ignacio de la Llave,376167,58742,2014,10,NPS,317425,maiz
Yucatán,123369,5276,2014,10,NPS,118093,maiz
Zacatecas,183647,9624,2014,10,NPS,174023,maiz
Aguascalientes,33710,28013,2014,11,NPS,5697,maiz
Campeche,174921,27605,2014,11,NPS,147316,maiz
Coahuila de Zaragoza,27084,14594,2014,11,NPS,12490,maiz
Colima,9634,1179,2014,11,NPS,8455,maiz
Chiapas,589033,135036,2014,11,NPS,453997,maiz
Chihuahua,117152,83396,2014,11,NPS,33756,maiz
Ciudad de México,3965,178,2014,11,NPS,3787,maiz
Durango,154482,56037,2014,11,NPS,98445,maiz
Guanajuato,263484,91777,2014,11,NPS,171707,maiz
Guerrero,434787,138849,2014,11,NPS,295938,maiz
Hidalgo,172752,111242,2014,11,NPS,61510,maiz
Jalisco,509104,18584,2014,11,NPS,490520,maiz
Estado de México,456481,142757,2014,11,NPS,313724,maiz
Michoacán de Ocampo,375091,98136,2014,11,NPS,276955,maiz
Morelos,23341,12117,2014,11,NPS,11224,maiz
Nayarit,34120,1594,2014,11,NPS,32526,maiz
Nuevo León,54681,19296,2014,11,NPS,35385,maiz
Oaxaca,493192,183750,2014,11,NPS,309442,maiz
Puebla,485614,207026,2014,11,NPS,278588,maiz
Querétaro de Arteaga,85219,25285,2014,11,NPS,59934,maiz
Quintana Roo,70846,23396,2014,11,NPS,47450,maiz
San Luis Potosí,215647,111874,2014,11,NPS,103773,maiz
Sinaloa,42561,8176,2014,11,NPS,34385,maiz
Sonora,1802,310,2014,11,NPS,1492,maiz
Tabasco,49802,37860,2014,11,NPS,11942,maiz
Tamaulipas,47949,8159,2014,11,NPS,39790,maiz
Tlaxcala,99068,4815,2014,11,NPS,94253,maiz
Veracruz de Ignacio de la Llave,376167,155421,2014,11,NPS,220746,maiz
Yucatán,123369,24214,2014,11,NPS,99155,maiz
Zacatecas,183647,68950,2014,11,NPS,114697,maiz
Coahuila de Zaragoza,14975,2683,2014,11,NPS,12292,maiz
Aguascalientes,33710,28013,2015,1,NPS,5697,maiz
Campeche,174921,156390,2015,1,NPS,18531,maiz
Coahuila de Zaragoza,27084,27057,2015,1,NPS,27,maiz
Colima,9634,9634,2015,1,NPS,0,maiz
Chiapas,589033,556606,2015,1,NPS,32427,maiz
Chihuahua,117152,117142,2015,1,NPS,10,maiz
Ciudad de México,3965,3965,2015,1,NPS,0,maiz
Durango,154482,150620,2015,1,NPS,3862,maiz
Guanajuato,263484,253695,2015,1,NPS,9789,maiz
Guerrero,434787,385238,2015,1,D0,49549,maiz
Hidalgo,172752,168564,2015,1,NPS,4188,maiz
Jalisco,509104,474246,2015,1,NPS,34858,maiz
Estado de México,456481,417137,2015,1,NPS,39344,maiz
Michoacán de Ocampo,375091,333617,2015,1,D0,41474,maiz
Morelos,23341,23272,2015,1,NPS,69,maiz
Nayarit,34120,31857,2015,1,NPS,2263,maiz
Nuevo León,54681,52086,2015,1,NPS,2595,maiz
Oaxaca,493192,457000,2015,1,NPS,36192,maiz
Puebla,485614,371059,2015,1,NPS,114555,maiz
Querétaro de Arteaga,85219,78059,2015,1,NPS,7160,maiz
Quintana Roo,70846,45561,2015,1,NPS,25285,maiz
San Luis Potosí,215647,152603,2015,1,NPS,63044,maiz
Sinaloa,42561,35569,2015,1,NPS,6992,maiz
Sonora,1802,1802,2015,1,NPS,0,maiz
Tabasco,49802,41076,2015,1,NPS,8726,maiz
Tamaulipas,47854,21736,2015,1,NPS,26118,maiz
Tlaxcala,99068,97459,2015,1,NPS,1609,maiz
Veracruz de Ignacio de la Llave,376167,282591,2015,1,NPS,93576,maiz
Yucatán,123369,88656,2015,1,NPS,34713,maiz
Zacatecas,183647,150010,2015,1,NPS,33637,maiz
Coahuila de Zaragoza,14975,12397,2015,1,NPS,2578,maiz
Aguascalientes,33710,28013,2015,2,NPS,5697,maiz
Campeche,174921,168189,2015,2,NPS,6732,maiz
Coahuila de Zaragoza,27084,27075,2015,2,NPS,9,maiz
Colima,9634,9634,2015,2,NPS,0,maiz
Chiapas,589033,556606,2015,2,NPS,32427,maiz
Chihuahua,117152,117142,2015,2,NPS,10,maiz
Ciudad de México,3965,3965,2015,2,NPS,0,maiz
Durango,154482,150870,2015,2,NPS,3612,maiz
Guanajuato,263484,258819,2015,2,NPS,4665,maiz
Guerrero,434787,424283,2015,2,NPS,10504,maiz
Hidalgo,172752,168564,2015,2,NPS,4188,maiz
Jalisco,509104,506404,2015,2,NPS,2700,maiz
Estado de México,456481,437068,2015,2,NPS,19413,maiz
Michoacán de Ocampo,375091,352370,2015,2,D0,22721,maiz
Morelos,23341,23341,2015,2,NPS,0,maiz
Nayarit,34120,34120,2015,2,NPS,0,maiz
Nuevo León,54681,54316,2015,2,NPS,365,maiz
Oaxaca,493192,458354,2015,2,NPS,34838,maiz
Puebla,485614,459526,2015,2,NPS,26088,maiz
Querétaro de Arteaga,85219,80113,2015,2,NPS,5106,maiz
Quintana Roo,70846,47361,2015,2,NPS,23485,maiz
San Luis Potosí,215647,169684,2015,2,NPS,45963,maiz
Sinaloa,42561,40272,2015,2,NPS,2289,maiz
Sonora,1802,1802,2015,2,NPS,0,maiz
Tabasco,49802,41076,2015,2,NPS,8726,maiz
Tamaulipas,47854,28256,2015,2,NPS,19598,maiz
Tlaxcala,99068,98018,2015,2,NPS,1050,maiz
Veracruz de Ignacio de la Llave,376167,361587,2015,2,NPS,14580,maiz
Yucatán,123369,110770,2015,2,NPS,12599,maiz
Zacatecas,183647,150010,2015,2,NPS,33637,maiz
Coahuila de Zaragoza,14975,12415,2015,2,NPS,2560,maiz
Aguascalientes,33710,28013,2015,3,NPS,5697,maiz
Campeche,174921,168189,2015,3,NPS,6732,maiz
Coahuila de Zaragoza,27084,27075,2015,3,NPS,9,maiz
Colima,9634,9634,2015,3,NPS,0,maiz
Chiapas,589033,556606,2015,3,NPS,32427,maiz
Chihuahua,117152,117142,2015,3,NPS,10,maiz
Ciudad de México,3965,3965,2015,3,NPS,0,maiz
Durango,154482,150870,2015,3,NPS,3612,maiz
Guanajuato,263484,258819,2015,3,NPS,4665,maiz
Guerrero,434787,424283,2015,3,NPS,10504,maiz
Hidalgo,172752,168564,2015,3,NPS,4188,maiz
Jalisco,509104,506404,2015,3,NPS,2700,maiz
Estado de México,456481,437068,2015,3,NPS,19413,maiz
Michoacán de Ocampo,375091,352370,2015,3,NPS,22721,maiz
Morelos,23341,23341,2015,3,NPS,0,maiz
Nayarit,34120,34120,2015,3,NPS,0,maiz
Nuevo León,54681,54316,2015,3,NPS,365,maiz
Oaxaca,493192,458354,2015,3,NPS,34838,maiz
Puebla,485614,459526,2015,3,NPS,26088,maiz
Querétaro de Arteaga,85219,80113,2015,3,NPS,5106,maiz
Quintana Roo,70846,47361,2015,3,NPS,23485,maiz
San Luis Potosí,215647,169684,2015,3,NPS,45963,maiz
Sinaloa,42561,40272,2015,3,NPS,2289,maiz
Sonora,1802,1802,2015,3,NPS,0,maiz
Tabasco,49802,41076,2015,3,NPS,8726,maiz
Tamaulipas,47854,28256,2015,3,NPS,19598,maiz
Tlaxcala,99068,98018,2015,3,NPS,1050,maiz
Veracruz de Ignacio de la Llave,376167,375742,2015,3,NPS,425,maiz
Yucatán,123369,112514,2015,3,NPS,10855,maiz
Zacatecas,183647,150010,2015,3,NPS,33637,maiz
Coahuila de Zaragoza,14975,12415,2015,3,NPS,2560,maiz
Coahuila de Zaragoza,16219,117,2015,7,NPS,16102,maiz
Durango,114213,952,2015,7,NPS,113261,maiz
Coahuila de Zaragoza,4376,952,2015,7,NPS,3424,maiz
Coahuila de Zaragoza,17762,157,2015,8,NPS,17605,maiz
Durango,148840,1463,2015,8,NPS,147377,maiz
Oaxaca,482748,265,2015,8,NPS,482483,maiz
San Luis Potosí,201210,1500,2015,8,NPS,199710,maiz
Tabasco,45208,3678,2015,8,D1,41530,maiz
Veracruz de Ignacio de la Llave,335113,1958,2015,8,D0,333155,maiz
Coahuila de Zaragoza,13842,1463,2015,8,NPS,12379,maiz
Coahuila de Zaragoza,24887,1002,2015,9,NPS,23885,maiz
Durango,152169,1548,2015,9,NPS,150621,maiz
Jalisco,509531,4210,2015,9,D0,505321,maiz
Estado de México,454230,2725,2015,9,NPS,451505,maiz
Nuevo León,47136,205,2015,9,NPS,46931,maiz
Oaxaca,486478,10988,2015,9,NPS,475490,maiz
Quintana Roo,72776,4120,2015,9,D0,68656,maiz
San Luis Potosí,206240,11871,2015,9,NPS,194369,maiz
Sonora,2358,18,2015,9,NPS,2340,maiz
Tabasco,46352,6429,2015,9,D1,39923,maiz
Veracruz de Ignacio de la Llave,378758,5496,2015,9,D0,373262,maiz
Coahuila de Zaragoza,15628,1548,2015,9,NPS,14080,maiz
Aguascalientes,31744,10889,2015,10,NPS,20855,maiz
Campeche,174865,5847,2015,10,D0,169018,maiz
Coahuila de Zaragoza,24887,4608,2015,10,NPS,20279,maiz
Colima,9343,14,2015,10,NPS,9329,maiz
Chiapas,590853,11152,2015,10,D0,579701,maiz
Chihuahua,113172,12198,2015,10,NPS,100974,maiz
Durango,152169,20910,2015,10,NPS,131259,maiz
Guanajuato,250522,16055,2015,10,NPS,234467,maiz
Guerrero,437764,5015,2015,10,D0,432749,maiz
Hidalgo,165364,12565,2015,10,NPS,152799,maiz
Jalisco,514228,21721,2015,10,NPS,492507,maiz
Estado de México,454230,12370,2015,10,NPS,441860,maiz
Michoacán de Ocampo,362449,4410,2015,10,D0,358039,maiz
Nuevo León,47136,205,2015,10,NPS,46931,maiz
Oaxaca,486478,44740,2015,10,NPS,441738,maiz
Puebla,492223,97473,2015,10,NPS,394750,maiz
Querétaro de Arteaga,85855,16395,2015,10,D0,69460,maiz
Quintana Roo,72876,9410,2015,10,NPS,63466,maiz
San Luis Potosí,206240,26139,2015,10,NPS,180101,maiz
Sonora,2358,134,2015,10,NPS,2224,maiz
Tabasco,46352,14777,2015,10,D1,31575,maiz
Tamaulipas,58602,990,2015,10,NPS,57612,maiz
Tlaxcala,106302,37,2015,10,NPS,106265,maiz
Veracruz de Ignacio de la Llave,378758,31335,2015,10,D0,347423,maiz
Yucatán,107361,3071,2015,10,D0,104290,maiz
Zacatecas,181234,5505,2015,10,NPS,175729,maiz
Coahuila de Zaragoza,15628,3498,2015,10,NPS,12130,maiz
Aguascalientes,31744,23211,2015,11,NPS,8533,maiz
Campeche,174865,31495,2015,11,NPS,143370,maiz
Coahuila de Zaragoza,24887,11049,2015,11,NPS,13838,maiz
Colima,9343,3641,2015,11,NPS,5702,maiz
Chiapas,590853,106954,2015,11,NPS,483899,maiz
Chihuahua,113172,69643,2015,11,NPS,43529,maiz
Ciudad de México,3753,786,2015,11,NPS,2967,maiz
Durango,152169,56394,2015,11,NPS,95775,maiz
Guanajuato,250522,94794,2015,11,NPS,155728,maiz
Guerrero,437764,69021,2015,11,D0,368743,maiz
Hidalgo,165364,94709,2015,11,NPS,70655,maiz
Jalisco,514228,38822,2015,11,NPS,475406,maiz
Estado de México,454230,108475,2015,11,NPS,345755,maiz
Michoacán de Ocampo,362449,99820,2015,11,D0,262629,maiz
Morelos,21939,5932,2015,11,NPS,16007,maiz
Nayarit,31103,3191,2015,11,NPS,27912,maiz
Nuevo León,47136,37209,2015,11,NPS,9927,maiz
Oaxaca,486478,174522,2015,11,NPS,311956,maiz
Puebla,492223,270007,2015,11,NPS,222216,maiz
Querétaro de Arteaga,85855,53319,2015,11,NPS,32536,maiz
Quintana Roo,72876,23074,2015,11,NPS,49802,maiz
San Luis Potosí,206240,100894,2015,11,NPS,105346,maiz
Sinaloa,31017,8980,2015,11,NPS,22037,maiz
Sonora,2358,343,2015,11,NPS,2015,maiz
Tabasco,46352,33783,2015,11,D1,12569,maiz
Tamaulipas,58602,7446,2015,11,NPS,51156,maiz
Tlaxcala,106302,19176,2015,11,NPS,87126,maiz
Veracruz de Ignacio de la Llave,378758,169609,2015,11,NPS,209149,maiz
Yucatán,107361,29196,2015,11,D0,78165,maiz
Zacatecas,181234,56648,2015,11,NPS,124586,maiz
Coahuila de Zaragoza,15628,4349,2015,11,NPS,11279,maiz
Aguascalientes,31644,25325,2016,1,NPS,6319,maiz
Campeche,174865,102703,2016,1,NPS,72162,maiz
Coahuila de Zaragoza,24887,16844,2016,1,NPS,8043,maiz
Colima,9343,7960,2016,1,NPS,1383,maiz
Chiapas,590853,545973,2016,1,NPS,44880,maiz
Chihuahua,113172,109102,2016,1,NPS,4070,maiz
Ciudad de México,3753,3733,2016,1,D0,20,maiz
Durango,155135,129179,2016,1,D0,25956,maiz
Guanajuato,250522,233443,2016,1,NPS,17079,maiz
Guerrero,437764,299434,2016,1,NPS,138330,maiz
Hidalgo,165364,153641,2016,1,NPS,11723,maiz
Jalisco,505782,423540,2016,1,NPS,82242,maiz
Estado de México,454230,405269,2016,1,NPS,48961,maiz
Michoacán de Ocampo,362449,304238,2016,1,NPS,58211,maiz
Morelos,21939,21887,2016,1,NPS,52,maiz
Nayarit,31103,27898,2016,1,NPS,3205,maiz
Nuevo León,47136,47094,2016,1,D0,42,maiz
Oaxaca,486478,442043,2016,1,NPS,44435,maiz
Puebla,492223,446168,2016,1,NPS,46055,maiz
Querétaro de Arteaga,85855,81117,2016,1,D0,4738,maiz
Quintana Roo,72876,37526,2016,1,NPS,35350,maiz
San Luis Potosí,206240,142186,2016,1,NPS,64054,maiz
Sinaloa,31017,31017,2016,1,NPS,0,maiz
Sonora,2358,2358,2016,1,NPS,0,maiz
Tabasco,46352,38531,2016,1,NPS,7821,maiz
Tamaulipas,58602,33560,2016,1,NPS,25042,maiz
Tlaxcala,106302,100150,2016,1,NPS,6152,maiz
Veracruz de Ignacio de la Llave,378758,301515,2016,1,NPS,77243,maiz
Yucatán,107361,89699,2016,1,NPS,17662,maiz
Zacatecas,181234,174382,2016,1,NPS,6852,maiz
Coahuila de Zaragoza,15628,4359,2016,1,NPS,11269,maiz
Aguascalientes,31644,25325,2016,2,NPS,6319,maiz
Campeche,174865,170869,2016,2,D0,3996,maiz
Coahuila de Zaragoza,24887,16844,2016,2,NPS,8043,maiz
Colima,9343,7960,2016,2,NPS,1383,maiz
Chiapas,590853,545973,2016,2,NPS,44880,maiz
Chihuahua,113172,109102,2016,2,NPS,4070,maiz
Ciudad de México,3753,3733,2016,2,D0,20,maiz
Durango,155135,141037,2016,2,D0,14098,maiz
Guanajuato,250522,242308,2016,2,NPS,8214,maiz
Guerrero,437764,359439,2016,2,D1,78325,maiz
Hidalgo,165364,153641,2016,2,NPS,11723,maiz
Jalisco,505782,489980,2016,2,NPS,15802,maiz
Estado de México,454230,447262,2016,2,NPS,6968,maiz
Michoacán de Ocampo,362449,315868,2016,2,D0,46581,maiz
Morelos,21939,21887,2016,2,NPS,52,maiz
Nayarit,31103,29853,2016,2,NPS,1250,maiz
Nuevo León,47136,47094,2016,2,D1,42,maiz
Oaxaca,486478,444668,2016,2,NPS,41810,maiz
Puebla,492223,459100,2016,2,NPS,33123,maiz
Querétaro de Arteaga,85855,83943,2016,2,NPS,1912,maiz
Quintana Roo,72876,39436,2016,2,NPS,33440,maiz
San Luis Potosí,206240,144046,2016,2,NPS,62194,maiz
Sinaloa,31017,31017,2016,2,NPS,0,maiz
Sonora,2358,2358,2016,2,D0,0,maiz
Tabasco,46352,38531,2016,2,NPS,7821,maiz
Tamaulipas,58602,40446,2016,2,NPS,18156,maiz
Tlaxcala,106302,106302,2016,2,NPS,0,maiz
Veracruz de Ignacio de la Llave,378758,362836,2016,2,D0,15922,maiz
Yucatán,107361,95853,2016,2,D0,11508,maiz
Zacatecas,181234,174595,2016,2,NPS,6639,maiz
Coahuila de Zaragoza,15628,4359,2016,2,NPS,11269,maiz
Aguascalientes,31644,25325,2016,3,NPS,6319,maiz
Campeche,174865,170869,2016,3,NPS,3996,maiz
Coahuila de Zaragoza,24887,16844,2016,3,NPS,8043,maiz
Colima,9343,7960,2016,3,NPS,1383,maiz
Chiapas,590853,545973,2016,3,NPS,44880,maiz
Chihuahua,113172,109102,2016,3,D0,4070,maiz
Ciudad de México,3753,3733,2016,3,D0,20,maiz
Durango,155135,141037,2016,3,D0,14098,maiz
Guanajuato,250522,242308,2016,3,NPS,8214,maiz
Guerrero,437764,360537,2016,3,D1,77227,maiz
Hidalgo,165364,153641,2016,3,D0,11723,maiz
Jalisco,505782,489980,2016,3,NPS,15802,maiz
Estado de México,454230,447262,2016,3,NPS,6968,maiz
Michoacán de Ocampo,362449,315868,2016,3,D0,46581,maiz
Morelos,21939,21887,2016,3,NPS,52,maiz
Nayarit,31103,29853,2016,3,NPS,1250,maiz
Nuevo León,47136,47104,2016,3,D0,32,maiz
Oaxaca,486478,444668,2016,3,NPS,41810,maiz
Puebla,492223,459100,2016,3,NPS,33123,maiz
Querétaro de Arteaga,85855,83943,2016,3,NPS,1912,maiz
Quintana Roo,72876,39436,2016,3,NPS,33440,maiz
San Luis Potosí,206240,144046,2016,3,NPS,62194,maiz
Sinaloa,31017,31017,2016,3,NPS,0,maiz
Sonora,2358,2358,2016,3,D0,0,maiz
Tabasco,46352,38531,2016,3,NPS,7821,maiz
Tamaulipas,58602,40446,2016,3,NPS,18156,maiz
Tlaxcala,106302,106302,2016,3,NPS,0,maiz
Veracruz de Ignacio de la Llave,378758,363101,2016,3,D0,15657,maiz
Yucatán,107361,95853,2016,3,D0,11508,maiz
Zacatecas,181234,174595,2016,3,NPS,6639,maiz
Coahuila de Zaragoza,15628,4359,2016,3,NPS,11269,maiz
Coahuila de Zaragoza,16262,23,2016,7,NPS,16239,maiz
Sinaloa,1173,592,2016,7,D0,581,maiz
Coahuila de Zaragoza,18717,146,2016,8,NPS,18571,maiz
Sinaloa,18545,7901,2016,8,D0,10644,maiz
Tabasco,42038,2574,2016,8,D0,39464,maiz
Veracruz de Ignacio de la Llave,356738,2087,2016,8,NPS,354651,maiz
Coahuila de Zaragoza,24448,994,2016,9,NPS,23454,maiz
Chiapas,584471,1490,2016,9,NPS,582981,maiz
Hidalgo,165163,292,2016,9,NPS,164871,maiz
Nuevo León,47786,440,2016,9,NPS,47346,maiz
Oaxaca,472012,2570,2016,9,D0,469442,maiz
Quintana Roo,69803,2474,2016,9,D1,67329,maiz
Sinaloa,19952,7901,2016,9,NPS,12051,maiz
Sonora,2125,22,2016,9,NPS,2103,maiz
Tabasco,42690,5777,2016,9,D1,36913,maiz
Tamaulipas,69386,300,2016,9,D0,69086,maiz
Veracruz de Ignacio de la Llave,386980,5499,2016,9,NPS,381481,maiz
Yucatán,106517,6745,2016,9,D0,99772,maiz
Aguascalientes,31387,11330,2016,10,NPS,20057,maiz
Campeche,176606,1754,2016,10,D0,174852,maiz
Coahuila de Zaragoza,24516,4980,2016,10,NPS,19536,maiz
Chiapas,584471,20746,2016,10,D1,563725,maiz
Chihuahua,106068,12461,2016,10,NPS,93607,maiz
Durango,139037,177,2016,10,NPS,138860,maiz
Guanajuato,284214,17530,2016,10,NPS,266684,maiz
Guerrero,440706,3912,2016,10,D1,436794,maiz
Hidalgo,165163,10030,2016,10,NPS,155133,maiz
Jalisco,538914,11135,2016,10,NPS,527779,maiz
Estado de México,447671,1996,2016,10,NPS,445675,maiz
Michoacán de Ocampo,372488,4406,2016,10,D0,368082,maiz
Nuevo León,47806,480,2016,10,NPS,47326,maiz
Oaxaca,472012,40807,2016,10,NPS,431205,maiz
Puebla,494532,39683,2016,10,NPS,454849,maiz
Querétaro de Arteaga,84062,39423,2016,10,NPS,44639,maiz
Quintana Roo,69803,7556,2016,10,D1,62247,maiz
San Luis Potosí,158827,9731,2016,10,D0,149096,maiz
Sinaloa,19952,7930,2016,10,NPS,12022,maiz
Sonora,2125,185,2016,10,NPS,1940,maiz
Tabasco,42690,19854,2016,10,D1,22836,maiz
Tamaulipas,69386,8000,2016,10,NPS,61386,maiz
Tlaxcala,120370,1562,2016,10,NPS,118808,maiz
Veracruz de Ignacio de la Llave,386980,36525,2016,10,NPS,350455,maiz
Yucatán,106517,12590,2016,10,D1,93927,maiz
Zacatecas,165726,5920,2016,10,NPS,159806,maiz
Aguascalientes,31387,28297,2016,11,NPS,3090,maiz
Campeche,176606,25021,2016,11,D1,151585,maiz
Coahuila de Zaragoza,24516,13010,2016,11,NPS,11506,maiz
Colima,9340,3171,2016,11,D0,6169,maiz
Chiapas,584471,136584,2016,11,NPS,447887,maiz
Chihuahua,106068,76629,2016,11,NPS,29439,maiz
Ciudad de México,3629,2131,2016,11,NPS,1498,maiz
Durango,139037,62740,2016,11,NPS,76297,maiz
Guanajuato,284214,78046,2016,11,NPS,206168,maiz
Guerrero,440706,150363,2016,11,D1,290343,maiz
Hidalgo,165163,87163,2016,11,NPS,78000,maiz
Jalisco,538914,51673,2016,11,NPS,487241,maiz
