ENTIDAD,Mes,Precipitacion,Año
BAJA CALIFORNIA SUR,1,6.4,2010
CAMPECHE,1,51.3,2010
COAHUILA,1,37.6,2010
COLIMA,1,26.7,2010
CHIAPAS,1,45.1,2010
CHIHUAHUA,1,32.8,2010
CIUDAD DE MÉXICO,1,25.8,2010
DURANGO,1,10.5,2010
GUANAJUATO,1,53.1,2010
GUERRERO,1,36.4,2010
HIDALGO,1,61.7,2010
JALISCO,1,29.0,2010
ESTADO DE MÉXICO,1,35.1,2010
MICHOACÁN,1,43.1,2010
MORELOS,1,27.0,2010
NAYARIT,1,19.6,2010
NUEVO LEÓN,1,29.1,2010
OAXACA,1,19.4,2010
PUEBLA,1,59.8,2010
QUERÉTARO,1,39.5,2010
QUINTANA ROO,1,76.8,2010
SAN LUIS POTOSÍ,1,52.5,2010
SINALOA,1,15.9,2010
SONORA,1,59.8,2010
TABASCO,1,163.6,2010
TAMAULIPAS,1,23.9,2010
TLAXCALA,1,43.8,2010
VERACRUZ,1,80.4,2010
YUCATÁN,1,26.4,2010
ZACATECAS,1,24.1,2010
AGUASCALIENTES,2,109.0,2010
BAJA CALIFORNIA,2,57.0,2010
BAJA CALIFORNIA SUR,2,17.2,2010
CAMPECHE,2,10.3,2010
COAHUILA,2,31.4,2010
COLIMA,2,191.7,2010
CHIAPAS,2,17.8,2010
CHIHUAHUA,2,21.1,2010
CIUDAD DE MÉXICO,2,57.3,2010
DURANGO,2,38.7,2010
GUANAJUATO,2,151.6,2010
GUERRERO,2,113.9,2010
HIDALGO,2,85.1,2010
JALISCO,2,122.3,2010
ESTADO DE MÉXICO,2,124.3,2010
MICHOACÁN,2,179.1,2010
MORELOS,2,100.9,2010
NAYARIT,2,124.2,2010
NUEVO LEÓN,2,36.5,2010
OAXACA,2,28.4,2010
PUEBLA,2,61.1,2010
QUERÉTARO,2,139.9,2010
QUINTANA ROO,2,35.5,2010
SAN LUIS POTOSÍ,2,90.7,2010
SINALOA,2,47.0,2010
SONORA,2,31.3,2010
TABASCO,2,52.6,2010
TAMAULIPAS,2,71.9,2010
TLAXCALA,2,67.7,2010
VERACRUZ,2,59.5,2010
YUCATÁN,2,14.3,2010
ZACATECAS,2,87.4,2010
AGUASCALIENTES,3,0.0,2010
BAJA CALIFORNIA,3,23.0,2010
BAJA CALIFORNIA SUR,3,1.9,2010
CAMPECHE,3,3.6,2010
COAHUILA,3,6.8,2010
COLIMA,3,0.0,2010
CHIAPAS,3,14.8,2010
CHIHUAHUA,3,1.4,2010
CIUDAD DE MÉXICO,3,1.6,2010
DURANGO,3,7.4,2010
GUANAJUATO,3,0.6,2010
GUERRERO,3,0.0,2010
HIDALGO,3,5.3,2010
JALISCO,3,0.0,2010
ESTADO DE MÉXICO,3,0.4,2010
MICHOACÁN,3,0.2,2010
MORELOS,3,0.4,2010
NAYARIT,3,0.3,2010
NUEVO LEÓN,3,14.3,2010
OAXACA,3,17.7,2010
PUEBLA,3,15.4,2010
QUERÉTARO,3,0.9,2010
QUINTANA ROO,3,10.9,2010
SAN LUIS POTOSÍ,3,4.4,2010
SINALOA,3,1.9,2010
SONORA,3,6.4,2010
TABASCO,3,35.2,2010
TAMAULIPAS,3,6.0,2010
TLAXCALA,3,3.2,2010
VERACRUZ,3,19.7,2010
YUCATÁN,3,11.4,2010
ZACATECAS,3,0.4,2010
AGUASCALIENTES,4,0.6,2010
BAJA CALIFORNIA,4,30.3,2010
BAJA CALIFORNIA SUR,4,0.0,2010
CAMPECHE,4,29.1,2010
COAHUILA,4,80.2,2010
COLIMA,4,0.0,2010
CHIAPAS,4,70.4,2010
CHIHUAHUA,4,13.0,2010
CIUDAD DE MÉXICO,4,14.9,2010
DURANGO,4,3.8,2010
GUANAJUATO,4,5.5,2010
GUERRERO,4,0.0,2010
HIDALGO,4,59.0,2010
JALISCO,4,0.8,2010
ESTADO DE MÉXICO,4,12.3,2010
MICHOACÁN,4,1.7,2010
MORELOS,4,9.6,2010
NAYARIT,4,0.1,2010
NUEVO LEÓN,4,162.4,2010
OAXACA,4,45.7,2010
PUEBLA,4,55.1,2010
QUERÉTARO,4,22.1,2010
QUINTANA ROO,4,221.9,2010
SAN LUIS POTOSÍ,4,94.6,2010
SINALOA,4,1.1,2010
SONORA,4,6.2,2010
TABASCO,4,37.2,2010
TAMAULIPAS,4,111.9,2010
TLAXCALA,4,58.5,2010
VERACRUZ,4,89.0,2010
YUCATÁN,4,53.8,2010
ZACATECAS,4,1.6,2010
AGUASCALIENTES,5,5.3,2010
BAJA CALIFORNIA,5,0.0,2010
BAJA CALIFORNIA SUR,5,0.0,2010
CAMPECHE,5,107.4,2010
COAHUILA,5,83.0,2010
COLIMA,5,0.1,2010
CHIAPAS,5,186.4,2010
CHIHUAHUA,5,4.1,2010
CIUDAD DE MÉXICO,5,27.3,2010
DURANGO,5,7.8,2010
GUANAJUATO,5,6.5,2010
GUERRERO,5,7.4,2010
HIDALGO,5,32.7,2010
JALISCO,5,5.0,2010
ESTADO DE MÉXICO,5,22.8,2010
MICHOACÁN,5,10.3,2010
MORELOS,5,7.1,2010
NAYARIT,5,0.2,2010
NUEVO LEÓN,5,49.9,2010
OAXACA,5,25.0,2010
PUEBLA,5,37.2,2010
QUERÉTARO,5,11.0,2010
QUINTANA ROO,5,187.9,2010
SAN LUIS POTOSÍ,5,49.3,2010
SINALOA,5,0.6,2010
SONORA,5,0.0,2010
TABASCO,5,73.0,2010
TAMAULIPAS,5,76.3,2010
TLAXCALA,5,35.6,2010
VERACRUZ,5,23.7,2010
YUCATÁN,5,96.6,2010
ZACATECAS,5,2.7,2010
AGUASCALIENTES,6,56.4,2010
BAJA CALIFORNIA,6,0.0,2010
BAJA CALIFORNIA SUR,6,0.0,2010
CAMPECHE,6,327.7,2010
COAHUILA,6,74.1,2010
COLIMA,6,83.2,2010
CHIAPAS,6,507.5,2010
CHIHUAHUA,6,36.9,2010
CIUDAD DE MÉXICO,6,94.3,2010
DURANGO,6,59.4,2010
GUANAJUATO,6,79.5,2010
GUERRERO,6,201.7,2010
HIDALGO,6,48.8,2010
JALISCO,6,125.4,2010
ESTADO DE MÉXICO,6,89.7,2010
MICHOACÁN,6,131.4,2010
MORELOS,6,182.8,2010
NAYARIT,6,54.0,2010
NUEVO LEÓN,6,209.6,2010
OAXACA,6,241.1,2010
PUEBLA,6,117.1,2010
QUERÉTARO,6,86.2,2010
QUINTANA ROO,6,120.9,2010
SAN LUIS POTOSÍ,6,85.4,2010
SINALOA,6,3.1,2010
SONORA,6,5.1,2010
TABASCO,6,319.8,2010
TAMAULIPAS,6,131.6,2010
TLAXCALA,6,80.3,2010
VERACRUZ,6,131.9,2010
YUCATÁN,6,180.0,2010
ZACATECAS,6,36.6,2010
AGUASCALIENTES,7,138.7,2010
BAJA CALIFORNIA,7,0.4,2010
BAJA CALIFORNIA SUR,7,0.8,2010
CAMPECHE,7,266.0,2010
COAHUILA,7,177.8,2010
COLIMA,7,238.7,2010
CHIAPAS,7,395.1,2010
CHIHUAHUA,7,180.1,2010
CIUDAD DE MÉXICO,7,203.3,2010
DURANGO,7,199.0,2010
GUANAJUATO,7,243.0,2010
GUERRERO,7,318.4,2010
HIDALGO,7,337.9,2010
JALISCO,7,282.8,2010
ESTADO DE MÉXICO,7,243.7,2010
MICHOACÁN,7,330.1,2010
MORELOS,7,304.7,2010
NAYARIT,7,471.2,2010
NUEVO LEÓN,7,352.7,2010
OAXACA,7,371.3,2010
PUEBLA,7,354.4,2010
QUERÉTARO,7,204.4,2010
QUINTANA ROO,7,292.1,2010
SAN LUIS POTOSÍ,7,563.6,2010
SINALOA,7,154.0,2010
SONORA,7,130.7,2010
TABASCO,7,310.1,2010
TAMAULIPAS,7,327.7,2010
TLAXCALA,7,237.3,2010
VERACRUZ,7,432.2,2010
YUCATÁN,7,228.7,2010
ZACATECAS,7,160.0,2010
AGUASCALIENTES,8,70.6,2010
BAJA CALIFORNIA,8,2.9,2010
BAJA CALIFORNIA SUR,8,6.7,2010
CAMPECHE,8,279.2,2010
COAHUILA,8,16.3,2010
COLIMA,8,356.2,2010
CHIAPAS,8,756.7,2010
CHIHUAHUA,8,76.3,2010
CIUDAD DE MÉXICO,8,174.5,2010
DURANGO,8,75.6,2010
GUANAJUATO,8,125.8,2010
GUERRERO,8,518.2,2010
HIDALGO,8,100.9,2010
JALISCO,8,216.9,2010
ESTADO DE MÉXICO,8,161.5,2010
MICHOACÁN,8,232.7,2010
MORELOS,8,316.0,2010
NAYARIT,8,507.4,2010
NUEVO LEÓN,8,45.5,2010
OAXACA,8,679.3,2010
PUEBLA,8,279.2,2010
QUERÉTARO,8,79.4,2010
QUINTANA ROO,8,130.2,2010
SAN LUIS POTOSÍ,8,107.1,2010
SINALOA,8,191.7,2010
SONORA,8,117.9,2010
TABASCO,8,664.8,2010
TAMAULIPAS,8,44.5,2010
TLAXCALA,8,164.6,2010
VERACRUZ,8,395.6,2010
YUCATÁN,8,219.0,2010
ZACATECAS,8,79.6,2010
AGUASCALIENTES,9,77.6,2010
BAJA CALIFORNIA,9,3.9,2010
BAJA CALIFORNIA SUR,9,73.7,2010
CAMPECHE,9,237.5,2010
COAHUILA,9,81.9,2010
COLIMA,9,301.1,2010
CHIAPAS,9,559.5,2010
CHIHUAHUA,9,100.2,2010
CIUDAD DE MÉXICO,9,93.7,2010
DURANGO,9,154.0,2010
GUANAJUATO,9,131.3,2010
GUERRERO,9,310.0,2010
HIDALGO,9,174.2,2010
JALISCO,9,156.9,2010
ESTADO DE MÉXICO,9,114.3,2010
MICHOACÁN,9,152.7,2010
MORELOS,9,249.3,2010
NAYARIT,9,462.5,2010
NUEVO LEÓN,9,322.2,2010
OAXACA,9,460.5,2010
PUEBLA,9,273.6,2010
QUERÉTARO,9,130.7,2010
QUINTANA ROO,9,217.9,2010
SAN LUIS POTOSÍ,9,284.9,2010
SINALOA,9,175.5,2010
SONORA,9,80.0,2010
TABASCO,9,551.7,2010
TAMAULIPAS,9,207.3,2010
TLAXCALA,9,125.3,2010
VERACRUZ,9,397.2,2010
YUCATÁN,9,182.5,2010
ZACATECAS,9,115.5,2010
AGUASCALIENTES,10,2.2,2010
BAJA CALIFORNIA,10,29.7,2010
BAJA CALIFORNIA SUR,10,2.1,2010
CAMPECHE,10,56.0,2010
COAHUILA,10,2.0,2010
COLIMA,10,3.1,2010
CHIAPAS,10,58.4,2010
CHIHUAHUA,10,3.7,2010
CIUDAD DE MÉXICO,10,3.7,2010
DURANGO,10,2.9,2010
GUANAJUATO,10,0.7,2010
GUERRERO,10,9.0,2010
HIDALGO,10,20.4,2010
JALISCO,10,1.2,2010
ESTADO DE MÉXICO,10,3.8,2010
MICHOACÁN,10,2.9,2010
MORELOS,10,1.8,2010
NAYARIT,10,10.3,2010
NUEVO LEÓN,10,8.4,2010
OAXACA,10,18.3,2010
PUEBLA,10,62.5,2010
QUERÉTARO,10,2.9,2010
QUINTANA ROO,10,63.8,2010
SAN LUIS POTOSÍ,10,22.6,2010
SINALOA,10,5.5,2010
SONORA,10,10.7,2010
TABASCO,10,91.6,2010
TAMAULIPAS,10,9.9,2010
TLAXCALA,10,7.8,2010
VERACRUZ,10,87.0,2010
YUCATÁN,10,39.8,2010
ZACATECAS,10,1.1,2010
AGUASCALIENTES,11,0.0,2010
BAJA CALIFORNIA,11,8.9,2010
BAJA CALIFORNIA SUR,11,0.0,2010
CAMPECHE,11,48.0,2010
COAHUILA,11,0.9,2010
COLIMA,11,0.0,2010
CHIAPAS,11,89.9,2010
CHIHUAHUA,11,0.2,2010
CIUDAD DE MÉXICO,11,1.4,2010
DURANGO,11,0.0,2010
GUANAJUATO,11,0.0,2010
GUERRERO,11,6.0,2010
HIDALGO,11,9.2,2010
JALISCO,11,0.0,2010
ESTADO DE MÉXICO,11,1.8,2010
MICHOACÁN,11,2.1,2010
MORELOS,11,7.3,2010
NAYARIT,11,0.0,2010
NUEVO LEÓN,11,0.0,2010
OAXACA,11,26.9,2010
PUEBLA,11,43.0,2010
QUERÉTARO,11,0.0,2010
QUINTANA ROO,11,130.7,2010
SAN LUIS POTOSÍ,11,2.4,2010
SINALOA,11,0.0,2010
SONORA,11,0.0,2010
TABASCO,11,207.6,2010
TAMAULIPAS,11,0.1,2010
TLAXCALA,11,5.0,2010
VERACRUZ,11,47.5,2010
YUCATÁN,11,16.8,2010
ZACATECAS,11,0.0,2010
AGUASCALIENTES,12,0.0,2010
BAJA CALIFORNIA,12,61.7,2010
BAJA CALIFORNIA SUR,12,0.5,2010
CAMPECHE,12,9.1,2010
COAHUILA,12,0.0,2010
COLIMA,12,0.0,2010
CHIAPAS,12,28.7,2010
CHIHUAHUA,12,0.2,2010
CIUDAD DE MÉXICO,12,0.1,2010
DURANGO,12,0.2,2010
GUANAJUATO,12,0.1,2010
GUERRERO,12,0.0,2010
HIDALGO,12,3.5,2010
JALISCO,12,0.0,2010
ESTADO DE MÉXICO,12,0.0,2010
MICHOACÁN,12,0.0,2010
MORELOS,12,0.0,2010
NAYARIT,12,0.0,2010
NUEVO LEÓN,12,0.6,2010
OAXACA,12,6.5,2010
PUEBLA,12,6.7,2010
QUERÉTARO,12,0.1,2010
QUINTANA ROO,12,15.2,2010
SAN LUIS POTOSÍ,12,2.5,2010
SINALOA,12,0.1,2010
SONORA,12,4.9,2010
TABASCO,12,54.7,2010
TAMAULIPAS,12,0.1,2010
TLAXCALA,12,0.0,2010
VERACRUZ,12,27.4,2010
YUCATÁN,12,2.3,2010
ZACATECAS,12,0.0,2010
AGUASCALIENTES,1,0.5,2011
BAJA CALIFORNIA,1,5.0,2011
BAJA CALIFORNIA SUR,1,0.1,2011
CAMPECHE,1,65.8,2011
COAHUILA,1,7.6,2011
COLIMA,1,0.0,2011
CHIAPAS,1,46.0,2011
CHIHUAHUA,1,2.9,2011
CIUDAD DE MÉXICO,1,0.1,2011
DURANGO,1,0.9,2011
GUANAJUATO,1,1.9,2011
GUERRERO,1,0.0,2011
HIDALGO,1,13.5,2011
JALISCO,1,0.6,2011
ESTADO DE MÉXICO,1,0.7,2011
MICHOACÁN,1,0.6,2011
MORELOS,1,0.0,2011
NAYARIT,1,0.7,2011
NUEVO LEÓN,1,23.8,2011
OAXACA,1,35.6,2011
PUEBLA,1,15.8,2011
QUERÉTARO,1,0.1,2011
QUINTANA ROO,1,40.1,2011
SAN LUIS POTOSÍ,1,16.0,2011
SINALOA,1,0.1,2011
SONORA,1,0.7,2011
TABASCO,1,159.1,2011
TAMAULIPAS,1,33.7,2011
TLAXCALA,1,0.0,2011
VERACRUZ,1,76.4,2011
YUCATÁN,1,48.0,2011
ZACATECAS,1,0.1,2011
AGUASCALIENTES,2,0.0,2011
BAJA CALIFORNIA,2,75.2,2011
BAJA CALIFORNIA SUR,2,0.4,2011
CAMPECHE,2,10.0,2011
COAHUILA,2,0.5,2011
COLIMA,2,0.0,2011
CHIAPAS,2,37.1,2011
CHIHUAHUA,2,0.3,2011
CIUDAD DE MÉXICO,2,0.7,2011
DURANGO,2,0.0,2011
GUANAJUATO,2,0.0,2011
GUERRERO,2,0.0,2011
HIDALGO,2,4.5,2011
JALISCO,2,0.0,2011
ESTADO DE MÉXICO,2,0.3,2011
MICHOACÁN,2,0.0,2011
MORELOS,2,0.0,2011
NAYARIT,2,0.0,2011
NUEVO LEÓN,2,0.0,2011
OAXACA,2,6.3,2011
PUEBLA,2,7.4,2011
QUERÉTARO,2,0.1,2011
QUINTANA ROO,2,91.2,2011
SAN LUIS POTOSÍ,2,2.8,2011
SINALOA,2,0.0,2011
SONORA,2,1.7,2011
TABASCO,2,120.9,2011
TAMAULIPAS,2,0.3,2011
TLAXCALA,2,0.0,2011
VERACRUZ,2,18.5,2011
YUCATÁN,2,34.4,2011
ZACATECAS,2,0.4,2011
AGUASCALIENTES,3,0.0,2011
BAJA CALIFORNIA,3,29.9,2011
BAJA CALIFORNIA SUR,3,0.6,2011
CAMPECHE,3,16.4,2011
COAHUILA,3,2.5,2011
COLIMA,3,0.0,2011
CHIAPAS,3,84.3,2011
CHIHUAHUA,3,0.0,2011
CIUDAD DE MÉXICO,3,8.1,2011
DURANGO,3,0.0,2011
GUANAJUATO,3,0.1,2011
GUERRERO,3,0.7,2011
HIDALGO,3,6.4,2011
JALISCO,3,0.2,2011
ESTADO DE MÉXICO,3,2.2,2011
MICHOACÁN,3,1.1,2011
MORELOS,3,1.8,2011
NAYARIT,3,0.0,2011
NUEVO LEÓN,3,12.1,2011
OAXACA,3,3.8,2011
PUEBLA,3,26.6,2011
QUERÉTARO,3,8.4,2011
QUINTANA ROO,3,100.9,2011
SAN LUIS POTOSÍ,3,14.3,2011
SINALOA,3,0.0,2011
SONORA,3,0.1,2011
TABASCO,3,106.9,2011
TAMAULIPAS,3,7.7,2011
TLAXCALA,3,7.0,2011
VERACRUZ,3,21.8,2011
YUCATÁN,3,24.6,2011
ZACATECAS,3,0.1,2011
AGUASCALIENTES,4,0.4,2011
BAJA CALIFORNIA,4,10.5,2011
BAJA CALIFORNIA SUR,4,0.4,2011
CAMPECHE,4,17.1,2011
COAHUILA,4,4.7,2011
COLIMA,4,0.1,2011
CHIAPAS,4,74.2,2011
CHIHUAHUA,4,0.0,2011
CIUDAD DE MÉXICO,4,39.8,2011
DURANGO,4,0.2,2011
GUANAJUATO,4,7.4,2011
GUERRERO,4,9.6,2011
HIDALGO,4,36.6,2011
JALISCO,4,2.7,2011
ESTADO DE MÉXICO,4,20.8,2011
MICHOACÁN,4,5.9,2011
MORELOS,4,8.1,2011
NAYARIT,4,0.0,2011
NUEVO LEÓN,4,4.3,2011
OAXACA,4,16.6,2011
PUEBLA,4,39.1,2011
QUERÉTARO,4,3.7,2011
QUINTANA ROO,4,3.2,2011
SAN LUIS POTOSÍ,4,5.0,2011
SINALOA,4,0.1,2011
SONORA,4,1.6,2011
TABASCO,4,25.9,2011
TAMAULIPAS,4,0.3,2011
TLAXCALA,4,32.0,2011
VERACRUZ,4,14.6,2011
YUCATÁN,4,4.8,2011
ZACATECAS,4,0.1,2011
AGUASCALIENTES,5,0.5,2011
BAJA CALIFORNIA,5,7.1,2011
BAJA CALIFORNIA SUR,5,0.5,2011
CAMPECHE,5,35.1,2011
COAHUILA,5,9.3,2011
COLIMA,5,3.7,2011
CHIAPAS,5,149.5,2011
CHIHUAHUA,5,1.1,2011
CIUDAD DE MÉXICO,5,28.0,2011
DURANGO,5,0.7,2011
GUANAJUATO,5,4.6,2011
GUERRERO,5,33.9,2011
HIDALGO,5,11.1,2011
JALISCO,5,5.0,2011
ESTADO DE MÉXICO,5,24.7,2011
MICHOACÁN,5,13.6,2011
MORELOS,5,50.0,2011
NAYARIT,5,0.0,2011
NUEVO LEÓN,5,13.2,2011
OAXACA,5,30.9,2011
PUEBLA,5,71.3,2011
QUERÉTARO,5,7.5,2011
QUINTANA ROO,5,14.9,2011
SAN LUIS POTOSÍ,5,34.6,2011
SINALOA,5,0.0,2011
SONORA,5,0.1,2011
TABASCO,5,93.9,2011
TAMAULIPAS,5,20.1,2011
TLAXCALA,5,61.2,2011
VERACRUZ,5,35.0,2011
YUCATÁN,5,10.1,2011
ZACATECAS,5,10.8,2011
AGUASCALIENTES,6,48.1,2011
BAJA CALIFORNIA,6,0.0,2011
BAJA CALIFORNIA SUR,6,0.0,2011
CAMPECHE,6,201.9,2011
COAHUILA,6,19.0,2011
COLIMA,6,174.8,2011
CHIAPAS,6,300.6,2011
CHIHUAHUA,6,11.6,2011
CIUDAD DE MÉXICO,6,129.8,2011
DURANGO,6,3.1,2011
GUANAJUATO,6,72.0,2011
GUERRERO,6,278.7,2011
HIDALGO,6,245.7,2011
JALISCO,6,97.8,2011
ESTADO DE MÉXICO,6,131.9,2011
MICHOACÁN,6,125.4,2011
MORELOS,6,190.2,2011
NAYARIT,6,91.2,2011
NUEVO LEÓN,6,85.1,2011
OAXACA,6,248.3,2011
PUEBLA,6,225.8,2011
QUERÉTARO,6,131.8,2011
QUINTANA ROO,6,277.4,2011
SAN LUIS POTOSÍ,6,276.7,2011
SINALOA,6,3.8,2011
SONORA,6,7.0,2011
TABASCO,6,155.0,2011
TAMAULIPAS,6,234.6,2011
TLAXCALA,6,134.1,2011
VERACRUZ,6,206.7,2011
YUCATÁN,6,223.7,2011
ZACATECAS,6,28.6,2011
AGUASCALIENTES,7,32.4,2011
BAJA CALIFORNIA,7,9.7,2011
BAJA CALIFORNIA SUR,7,6.8,2011
CAMPECHE,7,187.9,2011
COAHUILA,7,32.7,2011
COLIMA,7,392.8,2011
CHIAPAS,7,458.5,2011
CHIHUAHUA,7,101.0,2011
CIUDAD DE MÉXICO,7,230.5,2011
DURANGO,7,106.8,2011
GUANAJUATO,7,89.3,2011
GUERRERO,7,312.2,2011
HIDALGO,7,199.8,2011
JALISCO,7,203.8,2011
ESTADO DE MÉXICO,7,221.0,2011
MICHOACÁN,7,270.6,2011
MORELOS,7,222.5,2011
NAYARIT,7,390.7,2011
NUEVO LEÓN,7,79.1,2011
OAXACA,7,453.1,2011
PUEBLA,7,290.5,2011
QUERÉTARO,7,62.3,2011
QUINTANA ROO,7,180.1,2011
SAN LUIS POTOSÍ,7,372.0,2011
SINALOA,7,250.9,2011
SONORA,7,117.0,2011
TABASCO,7,478.5,2011
TAMAULIPAS,7,119.2,2011
TLAXCALA,7,172.6,2011
VERACRUZ,7,374.2,2011
YUCATÁN,7,163.8,2011
ZACATECAS,7,73.4,2011
AGUASCALIENTES,8,58.6,2011
BAJA CALIFORNIA,8,2.7,2011
BAJA CALIFORNIA SUR,8,16.5,2011
CAMPECHE,8,194.8,2011
COAHUILA,8,25.2,2011
COLIMA,8,215.0,2011
CHIAPAS,8,433.7,2011
CHIHUAHUA,8,76.4,2011
CIUDAD DE MÉXICO,8,158.9,2011
DURANGO,8,66.5,2011
GUANAJUATO,8,78.9,2011
GUERRERO,8,298.5,2011
HIDALGO,8,58.7,2011
JALISCO,8,137.4,2011
ESTADO DE MÉXICO,8,116.9,2011
MICHOACÁN,8,145.1,2011
MORELOS,8,265.2,2011
NAYARIT,8,436.4,2011
NUEVO LEÓN,8,29.9,2011
OAXACA,8,292.5,2011
PUEBLA,8,261.1,2011
QUERÉTARO,8,74.5,2011
QUINTANA ROO,8,112.9,2011
SAN LUIS POTOSÍ,8,64.7,2011
SINALOA,8,222.6,2011
SONORA,8,103.6,2011
TABASCO,8,242.5,2011
TAMAULIPAS,8,49.4,2011
TLAXCALA,8,152.0,2011
VERACRUZ,8,247.0,2011
YUCATÁN,8,119.7,2011
ZACATECAS,8,79.4,2011
AGUASCALIENTES,9,90.6,2011
BAJA CALIFORNIA,9,3.5,2011
BAJA CALIFORNIA SUR,9,21.2,2011
CAMPECHE,9,191.2,2011
COAHUILA,9,19.5,2011
COLIMA,9,197.7,2011
CHIAPAS,9,422.3,2011
CHIHUAHUA,9,23.9,2011
CIUDAD DE MÉXICO,9,101.9,2011
DURANGO,9,57.5,2011
GUANAJUATO,9,87.3,2011
GUERRERO,9,158.0,2011
HIDALGO,9,72.9,2011
JALISCO,9,76.4,2011
ESTADO DE MÉXICO,9,63.5,2011
MICHOACÁN,9,76.9,2011
MORELOS,9,136.1,2011
NAYARIT,9,181.3,2011
NUEVO LEÓN,9,36.8,2011
OAXACA,9,186.5,2011
PUEBLA,9,167.9,2011
QUERÉTARO,9,56.7,2011
QUINTANA ROO,9,125.5,2011
SAN LUIS POTOSÍ,9,61.7,2011
SINALOA,9,64.5,2011
SONORA,9,38.5,2011
TABASCO,9,445.5,2011
TAMAULIPAS,9,65.9,2011
TLAXCALA,9,86.2,2011
VERACRUZ,9,264.4,2011
YUCATÁN,9,189.8,2011
ZACATECAS,9,95.4,2011
AGUASCALIENTES,10,25.6,2011
BAJA CALIFORNIA,10,4.2,2011
BAJA CALIFORNIA SUR,10,1.6,2011
CAMPECHE,10,177.2,2011
COAHUILA,10,25.6,2011
COLIMA,10,382.0,2011
CHIAPAS,10,273.7,2011
CHIHUAHUA,10,9.2,2011
CIUDAD DE MÉXICO,10,62.0,2011
DURANGO,10,4.9,2011
GUANAJUATO,10,36.7,2011
GUERRERO,10,100.0,2011
HIDALGO,10,19.6,2011
JALISCO,10,78.2,2011
ESTADO DE MÉXICO,10,59.1,2011
MICHOACÁN,10,43.9,2011
MORELOS,10,80.1,2011
NAYARIT,10,28.4,2011
NUEVO LEÓN,10,55.9,2011
OAXACA,10,64.6,2011
PUEBLA,10,85.9,2011
QUERÉTARO,10,24.4,2011
QUINTANA ROO,10,382.5,2011
SAN LUIS POTOSÍ,10,39.8,2011
SINALOA,10,6.8,2011
SONORA,10,3.5,2011
TABASCO,10,401.5,2011
TAMAULIPAS,10,33.1,2011
TLAXCALA,10,60.9,2011
VERACRUZ,10,149.0,2011
YUCATÁN,10,100.7,2011
ZACATECAS,10,25.0,2011
AGUASCALIENTES,11,1.1,2011
BAJA CALIFORNIA,11,39.2,2011
BAJA CALIFORNIA SUR,11,18.8,2011
CAMPECHE,11,56.2,2011
COAHUILA,11,12.7,2011
COLIMA,11,0.0,2011
CHIAPAS,11,58.8,2011
CHIHUAHUA,11,22.0,2011
CIUDAD DE MÉXICO,11,21.9,2011
DURANGO,11,4.6,2011
GUANAJUATO,11,0.3,2011
GUERRERO,11,2.5,2011
HIDALGO,11,32.2,2011
JALISCO,11,0.2,2011
ESTADO DE MÉXICO,11,16.2,2011
MICHOACÁN,11,6.2,2011
MORELOS,11,13.1,2011
NAYARIT,11,0.5,2011
NUEVO LEÓN,11,6.5,2011
OAXACA,11,29.8,2011
PUEBLA,11,59.8,2011
QUERÉTARO,11,2.8,2011
QUINTANA ROO,11,93.8,2011
SAN LUIS POTOSÍ,11,24.4,2011
SINALOA,11,40.8,2011
SONORA,11,61.7,2011
TABASCO,11,162.4,2011
TAMAULIPAS,11,17.8,2011
TLAXCALA,11,15.0,2011
VERACRUZ,11,102.4,2011
YUCATÁN,11,36.4,2011
ZACATECAS,11,1.0,2011
AGUASCALIENTES,12,0.0,2011
BAJA CALIFORNIA,12,19.8,2011
BAJA CALIFORNIA SUR,12,2.5,2011
CAMPECHE,12,27.3,2011
COAHUILA,12,16.7,2011
COLIMA,12,0.0,2011
CHIAPAS,12,42.9,2011
CHIHUAHUA,12,12.1,2011
CIUDAD DE MÉXICO,12,0.9,2011
DURANGO,12,0.4,2011
GUANAJUATO,12,0.2,2011
GUERRERO,12,0.3,2011
HIDALGO,12,4.1,2011
JALISCO,12,0.0,2011
ESTADO DE MÉXICO,12,0.3,2011
MICHOACÁN,12,0.5,2011
MORELOS,12,0.5,2011
NAYARIT,12,0.0,2011
NUEVO LEÓN,12,24.1,2011
OAXACA,12,20.6,2011
PUEBLA,12,28.8,2011
QUERÉTARO,12,0.0,2011
QUINTANA ROO,12,53.8,2011
SAN LUIS POTOSÍ,12,10.3,2011
SINALOA,12,5.7,2011
SONORA,12,24.6,2011
TABASCO,12,104.4,2011
TAMAULIPAS,12,21.2,2011
TLAXCALA,12,2.3,2011
VERACRUZ,12,43.5,2011
YUCATÁN,12,16.8,2011
ZACATECAS,12,0.2,2011
AGUASCALIENTES,1,11.1,2012
BAJA CALIFORNIA,1,4.0,2012
BAJA CALIFORNIA SUR,1,0.0,2012
CAMPECHE,1,24.0,2012
COAHUILA,1,7.2,2012
COLIMA,1,0.0,2012
CHIAPAS,1,53.3,2012
CHIHUAHUA,1,2.5,2012
CIUDAD DE MÉXICO,1,6.9,2012
DURANGO,1,2.4,2012
GUANAJUATO,1,6.4,2012
GUERRERO,1,2.3,2012
HIDALGO,1,12.1,2012
JALISCO,1,0.6,2012
ESTADO DE MÉXICO,1,3.6,2012
MICHOACÁN,1,1.9,2012
MORELOS,1,3.1,2012
NAYARIT,1,0.5,2012
